exclude_outliers,window,experiment,model,RMSE,RMSE,MAE,MAE,R2,R2
,,,,mean,std,mean,std,mean,std
False,adaptive_all_windows,MAW-GME,MAW-GME,0.005986588688228504,0.0036527342174690015,0.00367894075473971,0.0021059076888927074,0.9885814611091747,0.012947657391493204
False,full_36_42,ApproxPaper-GPR-EKF,ApproxPaper-GPR-EKF,0.012709152130987332,0.006968140421484784,0.006128738884743245,0.003082645432142448,0.9533291627407166,0.05158007777604675
False,full_36_42,MultiHI-Tabular,CatBoost,0.008324127964243784,0.004958581846707675,0.0055955450153923475,0.002479338450446884,0.9780819638833979,0.026116294169165808
False,full_36_42,MultiHI-Tabular,ElasticNet,0.005536238640817852,0.0022597869664222918,0.004242276075119173,0.0023810420633768067,0.9912128702672984,0.007620114873334998
False,full_36_42,MultiHI-Tabular,ExtraTrees,0.005408970700088519,0.0028467710509632867,0.003497842306745149,0.001879707025714894,0.9909677199338314,0.008822112358647964
False,full_36_42,MultiHI-Tabular,HistGB,0.007622980263389775,0.005331386270047309,0.0041662768058306505,0.0015595888374019197,0.9802365994865176,0.029072671681246956
False,full_36_42,MultiHI-Tabular,KNN,0.008170544004290787,0.004837055421960192,0.0052810386310411924,0.00288749517791336,0.9790048306563871,0.023624530239092948
False,full_36_42,MultiHI-Tabular,LightGBM,0.007899425888267888,0.00534580476292876,0.004388909558049661,0.0017067838981053476,0.9792106182886838,0.029575064861981474
False,full_36_42,MultiHI-Tabular,RandomForest,0.006720769959426851,0.004709631564787594,0.0038879565827070854,0.0019379552936818305,0.9845839357135993,0.0214300720661688
False,full_36_42,MultiHI-Tabular,Ridge,0.004354051543705096,0.0015715201557106972,0.003587962740896787,0.00172899462099411,0.9948117139230042,0.0033997885000316254
False,full_36_42,MultiHI-Tabular,SVR-RBF,0.007580908056838226,0.005567257887394561,0.003971562203808172,0.0011897146702578314,0.979913688902333,0.031734088579593756
False,full_36_42,MultiHI-Tabular,XGBoost,0.005893304829624657,0.0032628523149430405,0.0037190776080080045,0.0018283924505768765,0.9897445417583992,0.00942014161209464
False,full_36_42,SingleHI-Polynomial-EKF,SingleHI-Polynomial-EKF,0.008512267422794054,0.007813378694818046,0.004453381272125458,0.003128387003102153,0.9720352963265508,0.047381341367404343
False,medium_37_40,ApproxPaper-GPR-EKF,ApproxPaper-GPR-EKF,0.013659087983940976,0.006909783626759468,0.006869003172973609,0.0032777213925262927,0.9478785862579975,0.05213119865426393
False,medium_37_40,MultiHI-Tabular,CatBoost,0.009074099642063814,0.005801673236347983,0.005573749255928251,0.0021674700531075113,0.9731425573901844,0.03352672985999955
False,medium_37_40,MultiHI-Tabular,ElasticNet,0.006729383777173834,0.0031445407761718108,0.0050049681136692375,0.003240050269394254,0.9863578007767017,0.01294702612955207
False,medium_37_40,MultiHI-Tabular,ExtraTrees,0.006361406621752728,0.0032163257397567276,0.0040596682800940025,0.002022392395297364,0.9878298777629431,0.011356598247040713
False,medium_37_40,MultiHI-Tabular,HistGB,0.007632834709306547,0.00558067130070849,0.004187449609028754,0.0019868553221374747,0.9799833325219063,0.027717613952587265
False,medium_37_40,MultiHI-Tabular,KNN,0.010170158056083732,0.004691033970234682,0.0062646206623026965,0.0024598142234897144,0.9698269640439601,0.027871306501182736
False,medium_37_40,MultiHI-Tabular,LightGBM,0.007784414062426652,0.005893871106078239,0.0042664453150854315,0.002170701469091301,0.9788296885691702,0.029379793459655152
False,medium_37_40,MultiHI-Tabular,RandomForest,0.007339222890035482,0.004781645832492135,0.004204126851702208,0.0022765252271563885,0.9821816422866292,0.021399399647578973
False,medium_37_40,MultiHI-Tabular,Ridge,0.0054017741272394185,0.001596745361096256,0.004259428284513019,0.0019626317750088508,0.9925171479017298,0.004424279534369432
False,medium_37_40,MultiHI-Tabular,SVR-RBF,0.011149928872448374,0.010702210726630867,0.0048849615264056016,0.0015918360438988539,0.9482952858536411,0.10073528165265469
False,medium_37_40,MultiHI-Tabular,XGBoost,0.006405193534912364,0.0034090522586489275,0.00398455615913143,0.0019709174298323737,0.9879520858546653,0.01036870370455798
False,medium_37_40,SingleHI-Polynomial-EKF,SingleHI-Polynomial-EKF,0.009555461643950252,0.007385820913490169,0.005194544396373503,0.003065590485660636,0.9687731057535738,0.04707016773155168
False,narrow_375_395,ApproxPaper-GPR-EKF,ApproxPaper-GPR-EKF,0.014336211361221542,0.006517662090807988,0.007655733913110216,0.0029013578443364873,0.9441102915166354,0.05113341540149647
False,narrow_375_395,MultiHI-Tabular,CatBoost,0.009237188108414087,0.005779495199094774,0.005941218783159319,0.0024816341060116508,0.9725374250785931,0.034460158183019
False,narrow_375_395,MultiHI-Tabular,ElasticNet,0.005669410094423017,0.0028168876097332206,0.004252655397484997,0.002741145206640508,0.9901052664508684,0.010906071058178576
False,narrow_375_395,MultiHI-Tabular,ExtraTrees,0.006996721830349073,0.0036532587345119304,0.0044914979425989526,0.002262494925609473,0.9848482581243716,0.015470135449516349
False,narrow_375_395,MultiHI-Tabular,HistGB,0.00770850869009241,0.00504941437299918,0.004274998007939731,0.0019082186446168648,0.9804541476818552,0.025974276543061288
False,narrow_375_395,MultiHI-Tabular,KNN,0.009733891936637401,0.004556906989433744,0.00584563290553856,0.0030654523816198384,0.9725172329593781,0.024815369327200677
False,narrow_375_395,MultiHI-Tabular,LightGBM,0.007672638759598176,0.005146262277602453,0.004344389509292775,0.0020707030706147564,0.9802488931940708,0.026282873260920596
False,narrow_375_395,MultiHI-Tabular,RandomForest,0.00780767662458056,0.004873506748339295,0.0047570724449513165,0.002445239912501459,0.9805826388988103,0.022109745390708268
False,narrow_375_395,MultiHI-Tabular,Ridge,0.004306791912777459,0.0018554448895377186,0.0035830438477939645,0.0018966541302864021,0.9946740959987277,0.004417238460353404
False,narrow_375_395,MultiHI-Tabular,SVR-RBF,0.010970839239621286,0.010371700180968162,0.0050143698453966185,0.001463355065878197,0.9506470686095746,0.09642731237795663
False,narrow_375_395,MultiHI-Tabular,XGBoost,0.006770619420744772,0.0036177665688276166,0.004499211909789793,0.002125604945576012,0.9868148201108939,0.011398822710077616
False,narrow_375_395,SingleHI-Polynomial-EKF,SingleHI-Polynomial-EKF,0.010487979768619385,0.007088880932735085,0.0059785666784398705,0.003030732219195954,0.9644930444589311,0.046803526044876524
False,very_narrow_38_39,ApproxPaper-GPR-EKF,ApproxPaper-GPR-EKF,0.015090855001672007,0.006217156756575458,0.008022202046149505,0.0030163423446450295,0.9382372862492326,0.050002654997302165
False,very_narrow_38_39,MultiHI-Tabular,CatBoost,0.00924800179933391,0.005631759256487888,0.006190093632911384,0.002933107881850101,0.9736834524568967,0.028964287111669578
False,very_narrow_38_39,MultiHI-Tabular,ElasticNet,0.007429864952451984,0.0029400478408802867,0.004891039454155973,0.001717413589304546,0.9857407434329707,0.009793564857330324
False,very_narrow_38_39,MultiHI-Tabular,ExtraTrees,0.0075334927230457545,0.004176238320067011,0.004950032119424597,0.0025901192557430627,0.9837133454305637,0.015114979445411056
False,very_narrow_38_39,MultiHI-Tabular,HistGB,0.008255809267140498,0.005150675023357541,0.0047679384137172065,0.001992755712000715,0.9787944778735679,0.027107756105509223
False,very_narrow_38_39,MultiHI-Tabular,KNN,0.010108333438096693,0.0049077831977848395,0.0063796572557370205,0.003354808212626672,0.9712455378716915,0.02427027267863074
False,very_narrow_38_39,MultiHI-Tabular,LightGBM,0.008315927227005629,0.00506442709467674,0.00475289699281106,0.001677458203990617,0.9786462203422192,0.027582748433633356
False,very_narrow_38_39,MultiHI-Tabular,RandomForest,0.00811818386768558,0.004691922131636433,0.004984898758939092,0.002205409334602488,0.9801129084469484,0.022920143620508746
False,very_narrow_38_39,MultiHI-Tabular,Ridge,0.0066636543504441995,0.0020785624441493704,0.004848129383626646,0.001866196045580849,0.9889360225627308,0.0052514765536388055
False,very_narrow_38_39,MultiHI-Tabular,SVR-RBF,0.008661805645470783,0.004054639023128708,0.005171619024749932,0.0009764929141226087,0.9790965537507014,0.023070697359261053
False,very_narrow_38_39,MultiHI-Tabular,XGBoost,0.008060124040454848,0.004402855940108631,0.005061549968706466,0.002557468255261805,0.9811491022581922,0.017525806344477462
False,very_narrow_38_39,SingleHI-Polynomial-EKF,SingleHI-Polynomial-EKF,0.011316912981357737,0.007437953504165564,0.006337080166203971,0.003146717612099126,0.9579039792028566,0.05020949519384894
True,adaptive_all_windows,MAW-GME,MAW-GME,0.004920737571214715,0.0032280305305612245,0.003813402047623725,0.0026221943173284088,0.9920122836289738,0.008378875110657803
True,full_36_42,ApproxPaper-GPR-EKF,ApproxPaper-GPR-EKF,0.005783782199247248,0.0041769091757712104,0.0039769834793297295,0.0029418940091757565,0.9898002650310059,0.012791440599566387
True,full_36_42,MultiHI-DeepSequence,GRU,0.02436972258182603,0.010837459985311954,0.020776128890144133,0.010089763059200509,0.7631292043423558,0.22276247853159412
True,full_36_42,MultiHI-DeepSequence,LSTM,0.021042022203701768,0.013986016922432317,0.01519971205121437,0.006376150845304288,0.8125054166381813,0.22644591499568975
True,full_36_42,MultiHI-DeepSequence,TCN,0.025997322085999773,0.012422301155562962,0.02102034041275212,0.011009664724271692,0.7425865376926182,0.2435125020336816
True,full_36_42,MultiHI-DeepSequence,TransformerEncoder,0.018428637762574116,0.017754038991534923,0.012909637691700943,0.007564250316490131,0.8297462655488129,0.32768051812766974
True,full_36_42,MultiHI-Tabular,CatBoost,0.0059055543404022085,0.002654869190728602,0.005122757108138981,0.002653786313387569,0.9893383328351381,0.009218323967689832
True,full_36_42,MultiHI-Tabular,ElasticNet,0.0054620120177677044,0.003051049580191777,0.004399605574681227,0.002450136408493131,0.9906948802345039,0.009347932456502664
True,full_36_42,MultiHI-Tabular,ExtraTrees,0.0045235425656653516,0.0024897524366279044,0.003374238229643838,0.0020348972815982286,0.993466344751656,0.006616129253229006
True,full_36_42,MultiHI-Tabular,HistGB,0.005150781893743254,0.002378228434767436,0.003829775177544183,0.001962121914314523,0.9919596182950629,0.007541417205259424
True,full_36_42,MultiHI-Tabular,KNN,0.005998708944785774,0.003115684236341573,0.004809470691097008,0.002993131115824125,0.9887087100440062,0.012194619735378219
True,full_36_42,MultiHI-Tabular,LightGBM,0.005256443491992903,0.0023059087331172585,0.003911143213994307,0.0018626075502436714,0.9916613440343238,0.007656486261929815
True,full_36_42,MultiHI-Tabular,RandomForest,0.005005180073790595,0.0027638850859452798,0.0037000510073625513,0.002185886077444215,0.9923244456950963,0.007422449727687878
True,full_36_42,MultiHI-Tabular,Ridge,0.004228872894663114,0.0022591374403020913,0.0036264120546542124,0.0021295051992537262,0.9943775360252486,0.005298135958971028
True,full_36_42,MultiHI-Tabular,SVR-RBF,0.004306526926335749,0.002255675001305944,0.0031334287925718447,0.0013986714444347034,0.9947265222618047,0.0047314255227849785
True,full_36_42,MultiHI-Tabular,XGBoost,0.0047199795479254385,0.0021471245476415734,0.003649831408241376,0.0018224339253417176,0.993276532140297,0.00606288329465207
True,full_36_42,SingleHI-Polynomial-EKF,SingleHI-Polynomial-EKF,0.005711204429212013,0.003849239217984946,0.004139737612553848,0.002802955315964508,0.990109060042828,0.012236947275933744
True,medium_37_40,ApproxPaper-GPR-EKF,ApproxPaper-GPR-EKF,0.006754431673324775,0.0043236190097356185,0.004664098658483847,0.0030231035386777444,0.9868432795220916,0.014279926148117418
True,medium_37_40,MultiHI-DeepSequence,GRU,0.031087012059637258,0.014322690618146826,0.025681446389247388,0.011468371285704122,0.6663739635944808,0.22751333436288504
True,medium_37_40,MultiHI-DeepSequence,LSTM,0.01572573828371812,0.0064613134728107365,0.011664703133114932,0.0038493975219292126,0.915029399913329,0.056222259078641826
True,medium_37_40,MultiHI-DeepSequence,TCN,0.018817263130343567,0.00675809797223105,0.01523669150000313,0.005490087502459436,0.8786109495573987,0.08245031039291648
True,medium_37_40,MultiHI-DeepSequence,TransformerEncoder,0.024466029351689747,0.03200480382629326,0.014128416732284502,0.01062139953835458,0.609919496322988,0.9324006861756707
True,medium_37_40,MultiHI-Tabular,CatBoost,0.00705718249014321,0.004353044075439736,0.005413777946055442,0.002849616378972238,0.9844999395433636,0.016084318019163414
True,medium_37_40,MultiHI-Tabular,ElasticNet,0.006188630199624257,0.0038737227968909534,0.005237862084580149,0.00366337976659649,0.9872526922140248,0.013742381954407988
True,medium_37_40,MultiHI-Tabular,ExtraTrees,0.00602254677832029,0.0047103674899320255,0.004377271114997048,0.0031109331379600333,0.987527977789364,0.016409720548184813
True,medium_37_40,MultiHI-Tabular,HistGB,0.005923879631075201,0.003916267192320365,0.004157732092627682,0.002644847507030575,0.9885347472307767,0.012535531285567092
True,medium_37_40,MultiHI-Tabular,KNN,0.00802580323445705,0.0034037265084455575,0.005931514252257999,0.0025398245062381655,0.9801868300178046,0.020855259030350758
True,medium_37_40,MultiHI-Tabular,LightGBM,0.005846459229427982,0.0038631610492632965,0.004122780138855472,0.0025626517695096188,0.9888867589988719,0.012203590388918394
True,medium_37_40,MultiHI-Tabular,RandomForest,0.005764166329059643,0.0036541273538584058,0.004189557753309284,0.0027987606483339754,0.9892525876597862,0.011559193493769198
True,medium_37_40,MultiHI-Tabular,Ridge,0.004604194468256348,0.0023000359984542687,0.00391696701333867,0.0023958066505741994,0.9934672663848318,0.006548200388587575
True,medium_37_40,MultiHI-Tabular,SVR-RBF,0.005921528842716584,0.002987623355979772,0.0039562599882396535,0.00125634305008361,0.9904068182381099,0.00763634869807426
True,medium_37_40,MultiHI-Tabular,XGBoost,0.006028416849704988,0.003841510527879311,0.004214806858112457,0.0027144602329542424,0.9884723348769757,0.012084337603574673
True,medium_37_40,SingleHI-Polynomial-EKF,SingleHI-Polynomial-EKF,0.006652832172086887,0.003918623661654276,0.004841077075507002,0.002993948433485664,0.986813527330665,0.013486619806212763
True,narrow_375_395,ApproxPaper-GPR-EKF,ApproxPaper-GPR-EKF,0.007421408594119574,0.0040153060414408435,0.0053611159961159775,0.0027859639275195813,0.9848328624888367,0.013434078464568358
True,narrow_375_395,MultiHI-DeepSequence,GRU,0.035785002017865095,0.02645129707512779,0.02811386312341965,0.018153651805150137,0.5094950281931441,0.623910976911784
True,narrow_375_395,MultiHI-DeepSequence,LSTM,0.020293197332995602,0.014772671725299525,0.014840910820365406,0.008080271350477388,0.8226267881926267,0.24085358021940334
True,narrow_375_395,MultiHI-DeepSequence,TCN,0.02291437872253469,0.01306555343877616,0.019165826012727046,0.011010074692147825,0.7997793987147215,0.2151495126089992
True,narrow_375_395,MultiHI-DeepSequence,TransformerEncoder,0.016996056278036704,0.014774896159236378,0.011084168757172289,0.005627247420399309,0.8698030403353906,0.21298958075422172
True,narrow_375_395,MultiHI-Tabular,CatBoost,0.007390362795475527,0.004433804616305185,0.005888118314970541,0.003108589845902827,0.9829897163186208,0.01718590558512715
True,narrow_375_395,MultiHI-Tabular,ElasticNet,0.0058910826425128335,0.003546485492544822,0.004598298314306646,0.00290129878547643,0.9890530500185711,0.010784641774331692
True,narrow_375_395,MultiHI-Tabular,ExtraTrees,0.00596172440359992,0.0034965280791384597,0.004510975928304754,0.0027316581065861194,0.9887430100715524,0.011388179737895427
True,narrow_375_395,MultiHI-Tabular,HistGB,0.006213413739165479,0.0040033685910687115,0.0045102531007520305,0.0027062572389782175,0.9875726106777275,0.013685132167443383
True,narrow_375_395,MultiHI-Tabular,KNN,0.007094799746501146,0.003656978355950591,0.005360101257232139,0.003416360977472698,0.9837263249187584,0.017929167602145336
True,narrow_375_395,MultiHI-Tabular,LightGBM,0.006431182606978803,0.0047018492041962885,0.00447401257692541,0.0026855981644815508,0.9862013241779476,0.01665624291445713
True,narrow_375_395,MultiHI-Tabular,RandomForest,0.006784731055938911,0.005104753214507359,0.004888175125856328,0.0033408666625812213,0.9845508272572496,0.01968872314251162
True,narrow_375_395,MultiHI-Tabular,Ridge,0.00430604264665234,0.002007529677530998,0.003681821755107599,0.0020557843537889796,0.9943987712352541,0.005179185989371986
True,narrow_375_395,MultiHI-Tabular,SVR-RBF,0.005785050979019463,0.0023112593374818623,0.004123679197334711,0.0008421256487357345,0.9912457055998796,0.005284472259130408
True,narrow_375_395,MultiHI-Tabular,XGBoost,0.006497347318066037,0.004087835398229301,0.0047182681429712835,0.0025893772227358045,0.9867874009058545,0.013922262871298677
True,narrow_375_395,SingleHI-Polynomial-EKF,SingleHI-Polynomial-EKF,0.007491722936636719,0.004245259067908635,0.005602872069717688,0.0034053278936897503,0.982477415881566,0.016778962337728843
True,very_narrow_38_39,ApproxPaper-GPR-EKF,ApproxPaper-GPR-EKF,0.00773708790051009,0.004374365192717574,0.0054727599127318465,0.0031117050212986783,0.9830395614485189,0.015336606308328558
True,very_narrow_38_39,MultiHI-DeepSequence,GRU,0.026032519377889838,0.011411427582564264,0.02076277352842927,0.008157394872244103,0.7602509430769708,0.19279391812975166
True,very_narrow_38_39,MultiHI-DeepSequence,LSTM,0.025946322177303055,0.0181957237942371,0.018496484542490175,0.008225176674524125,0.7218722348184881,0.3763507016913498
True,very_narrow_38_39,MultiHI-DeepSequence,TCN,0.023403124509054074,0.00968395596331661,0.01868811871190762,0.008420731660340953,0.8235464386143252,0.1271471298941864
True,very_narrow_38_39,MultiHI-DeepSequence,TransformerEncoder,0.013875017695540056,0.013209583782082805,0.009371222829092078,0.00518954877048796,0.9033580629794419,0.180549721233989
True,very_narrow_38_39,MultiHI-Tabular,CatBoost,0.006622078062666241,0.0034245746717771145,0.005443329126686106,0.00292713415498282,0.9869339970880023,0.010738500812074279
True,very_narrow_38_39,MultiHI-Tabular,ElasticNet,0.00651594000721057,0.0038049345605569167,0.004759260245583531,0.0025798199428779963,0.987141450175807,0.01229096441236774
True,very_narrow_38_39,MultiHI-Tabular,ExtraTrees,0.0058416984409977194,0.003124489124001094,0.0045936173103860965,0.002568687289805861,0.9901891644067998,0.008271040590727993
True,very_narrow_38_39,MultiHI-Tabular,HistGB,0.005823673529037218,0.0028521015625471613,0.0044944756488466955,0.002323921102660029,0.9900618969064761,0.008631691854510458
True,very_narrow_38_39,MultiHI-Tabular,KNN,0.007419176742553898,0.0036506682782737635,0.005725579711568221,0.003455276272388831,0.9835798301826221,0.01520700053712775
True,very_narrow_38_39,MultiHI-Tabular,LightGBM,0.005916050674601768,0.0027423610705510975,0.004544832844413663,0.002308040495937927,0.9897213649052438,0.008894362507074276
True,very_narrow_38_39,MultiHI-Tabular,RandomForest,0.0060665222161844804,0.0032161475889895008,0.004649364374128838,0.002507304503038858,0.989433171410826,0.008981103185451353
True,very_narrow_38_39,MultiHI-Tabular,Ridge,0.0057688633148472055,0.0026369512076992382,0.004622011023543425,0.002352195857524134,0.9907389771532735,0.006375462833835994
True,very_narrow_38_39,MultiHI-Tabular,SVR-RBF,0.006026226899998186,0.002078949178941837,0.004692977502960688,0.0016610743846546278,0.9904777913051361,0.004636583568565376
True,very_narrow_38_39,MultiHI-Tabular,XGBoost,0.006006499035601599,0.002915391623616985,0.004616809813776393,0.0024605931634845346,0.9893286800895069,0.009045299954677117
True,very_narrow_38_39,SingleHI-Polynomial-EKF,SingleHI-Polynomial-EKF,0.008170096110690408,0.0050750823326524,0.005921337718341794,0.0036455827138581927,0.9770904053172023,0.02447759267773967
