dataset,test_cell,availability_prob,seed,paper_pmax_window,paper_gpr_ekf_rmse,paper_gpr_ekf_mae,RMSE,MAE,R2,n_updates,n_prediction_only,mean_update_time_ms,median_update_time_ms,p95_update_time_ms
Dataset 1,Cell10,0.6,45,narrow_36_385,0.0188,0.0156,0.03125064136271981,0.022182758846264344,0.8367325218619585,5,7,1.0392749166309538,0.8279299997866474,1.558831499869484
Dataset 1,Cell10,0.6,46,narrow_36_385,0.0188,0.0156,0.029649673924766612,0.02084636492001594,0.8530323811310545,5,7,1.0287157499154393,0.7775250001031964,1.598064099948715
Dataset 1,Cell10,0.6,47,narrow_36_385,0.0188,0.0156,0.017991756921395343,0.013725779782999076,0.9458835917177004,6,6,1.1255280000644536,1.1947345001317444,1.621320500089496
Dataset 1,Cell10,0.6,48,narrow_36_385,0.0188,0.0156,0.0341717568877866,0.024269317130452245,0.8047835410743511,8,4,1.2224257500292879,1.487975000145525,1.5958750501795294
Dataset 1,Cell10,0.6,49,narrow_36_385,0.0188,0.0156,0.025102397009064324,0.018386683835668726,0.8946554183751616,6,6,1.0994804167315426,0.8700495002358366,1.5587690500751705
Dataset 1,Cell10,0.6,50,narrow_36_385,0.0188,0.0156,0.014377128813923128,0.01064566027431819,0.9654437869737439,7,5,1.184833166576027,1.5055650001158938,1.6677445500135946
Dataset 1,Cell10,0.6,51,narrow_36_385,0.0188,0.0156,0.021929414193979917,0.018515041413431577,0.9196037345109407,6,6,1.0946800833456412,1.168725500065193,1.5647774999706598
Dataset 1,Cell10,0.4,42,narrow_36_385,0.0188,0.0156,0.008306593509367726,0.006332440615302415,0.9884647308670531,3,9,0.9114733333035474,0.8052349999161379,1.5001434997884644
Dataset 1,Cell10,0.4,43,narrow_36_385,0.0188,0.0156,0.050978062684196926,0.035503465945693334,0.5655413295542451,4,8,0.9686831666992172,0.7841850001568673,1.5834659998745337
Dataset 1,Cell10,0.4,44,narrow_36_385,0.0188,0.0156,0.04682842371338003,0.03005425225187054,0.6333928815742084,5,7,1.0291066667681055,0.7900005002738908,1.5115359999299471
Dataset 1,Cell10,0.4,45,narrow_36_385,0.0188,0.0156,0.04494905648997302,0.03246982522618874,0.6622285214463162,0,12,0.732930499983316,0.7824345000244648,0.859582999964914
Dataset 1,Cell10,0.4,46,narrow_36_385,0.0188,0.0156,0.05744286689208574,0.03971775484288271,0.44836218645871395,3,9,0.9279463333011032,0.791814499962129,1.6214144997320545
Dataset 1,Cell10,0.4,47,narrow_36_385,0.0188,0.0156,0.01340164279149166,0.010118526820716234,0.969973971608734,4,8,0.980975749977612,0.8033995000005234,1.5693020000526303
Dataset 1,Cell10,0.4,48,narrow_36_385,0.0188,0.0156,0.02958142529436997,0.02104844031507323,0.8537081925843657,4,8,0.9644924166802108,0.7953700001053221,1.5131955000697417
Dataset 1,Cell10,0.4,49,narrow_36_385,0.0188,0.0156,0.01857200227527142,0.013937704755981198,0.9423367294304645,4,8,0.9765857499057043,0.8006749999367457,1.5418035000493546
Dataset 1,Cell10,0.4,50,narrow_36_385,0.0188,0.0156,0.007909236711164476,0.00634715008396682,0.9895419440286635,4,8,0.9734849166610123,0.8214595000026748,1.5384670000003098
Dataset 1,Cell10,0.4,51,narrow_36_385,0.0188,0.0156,0.020190912584118793,0.016203542780943592,0.9318456293335531,4,8,0.9823923332987761,0.7973900001161383,1.6165379998938079
Dataset 1,Cell11,1.0,42,narrow_36_385,0.0188,0.0156,0.030820179321207387,0.02759079792256356,0.8518336301696168,15,0,1.8806837333007327,1.9110299999738345,2.0004082998639205
Dataset 1,Cell11,0.8,42,narrow_36_385,0.0188,0.0156,0.03712702081681075,0.03123459880700142,0.7849895732859208,11,4,1.6033786000358912,1.874120000138646,1.9281812999452086
Dataset 1,Cell11,0.8,43,narrow_36_385,0.0188,0.0156,0.043400435103779327,0.03315969803055811,0.7061893831397685,12,3,1.6776979333068691,1.880280000023049,2.0092489999569807
Dataset 1,Cell11,0.8,44,narrow_36_385,0.0188,0.0156,0.0443951272680484,0.036867370976899,0.6925673924271432,10,5,1.5531151999918318,1.844470000378351,2.056392999929812
Dataset 1,Cell11,0.8,45,narrow_36_385,0.0188,0.0156,0.034814203334559174,0.02936793385445297,0.8109432268323088,12,3,1.355120400027469,1.5232300002026022,1.6237207000813214
Dataset 1,Cell11,0.8,46,narrow_36_385,0.0188,0.0156,0.03762702053218445,0.032811017062436415,0.7791593692791953,12,3,1.3537843999984034,1.4993700001468824,1.6466292999211871
Dataset 1,Cell11,0.8,47,narrow_36_385,0.0188,0.0156,0.031575177061276306,0.028194264389581763,0.8444854932622897,12,3,1.3555964666617608,1.5210100000331295,1.6123200000492943
Dataset 1,Cell11,0.8,48,narrow_36_385,0.0188,0.0156,0.032035675421168995,0.02755373346660249,0.8399163095331048,14,1,1.4325917332826066,1.5116099998522259,1.5732609997940017
Dataset 1,Cell11,0.8,49,narrow_36_385,0.0188,0.0156,0.03957615221978121,0.03279054621314702,0.7556870692097336,12,3,1.3515892665964202,1.5079989998412202,1.611517999890566
Dataset 1,Cell11,0.8,50,narrow_36_385,0.0188,0.0156,0.03533210135272252,0.0287754808988076,0.8052765510610322,12,3,1.3391732667211425,1.4998000001469336,1.588298700244195
Dataset 1,Cell11,0.8,51,narrow_36_385,0.0188,0.0156,0.04202308887631989,0.03617385412535301,0.7245420814390255,12,3,1.3511597999846952,1.5101799999683863,1.6646600000967737
Dataset 1,Cell11,0.6,42,narrow_36_385,0.0188,0.0156,0.07408251337009768,0.05578579002141926,0.1439271295487743,6,9,1.0482551999605978,0.7949099999677856,1.621820299851606
Dataset 1,Cell11,0.6,43,narrow_36_385,0.0188,0.0156,0.04672632487133111,0.03868599501516442,0.6594329979687996,10,5,1.2332812665893773,1.5001409997239534,1.6132609997839606
Dataset 1,Cell11,0.6,44,narrow_36_385,0.0188,0.0156,0.059228226143486086,0.046500010761187156,0.4528117413621213,7,8,1.102135333348997,0.8146000000124332,1.5879439999025635
Dataset 1,Cell11,0.6,45,narrow_36_385,0.0188,0.0156,0.06298491948356985,0.046988978038128855,0.3811969080445806,6,9,1.053193266731493,0.8222100000239152,1.5841630002341844
Dataset 1,Cell11,0.6,46,narrow_36_385,0.0188,0.0156,0.06950301887497608,0.053629560305598366,0.24649410327463572,6,9,1.0530208000394243,0.7982299998730014,1.6257479999239877
Dataset 1,Cell11,0.6,47,narrow_36_385,0.0188,0.0156,0.044647186535714034,0.03788593715906387,0.6890665027515064,7,8,1.0870898666325957,0.8972400000857306,1.5617036997355171
Dataset 1,Cell11,0.6,48,narrow_36_385,0.0188,0.0156,0.030022620495790162,0.024666501361568522,0.8594028520130483,11,4,1.3034332666090147,1.5072899996084743,1.6022639999846433
Dataset 1,Cell11,0.6,49,narrow_36_385,0.0188,0.0156,0.06446325433469062,0.050290850500989207,0.35180784433869683,7,8,1.0910191332792845,0.8092399998531619,1.5993503000117923
Dataset 1,Cell11,0.6,50,narrow_36_385,0.0188,0.0156,0.03620010585929761,0.03016191254061446,0.795591477493791,10,5,1.2416811333120374,1.4969789999668137,1.583228000163217
Dataset 1,Cell11,0.6,51,narrow_36_385,0.0188,0.0156,0.07253869976415,0.05814716154915718,0.17923495660516642,8,7,1.1476798665777703,1.4780799997424765,1.5951922997373913
Dataset 1,Cell11,0.4,42,narrow_36_385,0.0188,0.0156,0.08537104544372058,0.06856064084811525,-0.13684306693333448,3,12,0.8959764000489182,0.78815000006216,1.536577999831934
Dataset 1,Cell11,0.4,43,narrow_36_385,0.0188,0.0156,0.06545538141923488,0.04878289193299217,0.331702196317468,6,9,1.0480171333256294,0.8016589999897406,1.6403042998717863
Dataset 1,Cell11,0.4,44,narrow_36_385,0.0188,0.0156,0.07378446267115048,0.05686401179656722,0.1508016222317926,5,10,1.0040765333542367,0.8031110000956687,1.5955236999161568
Dataset 1,Cell11,0.4,45,narrow_36_385,0.0188,0.0156,0.07414881577988072,0.05528127250527756,0.14239410667767427,0,15,0.8357018666477719,0.8279100002255291,1.2600827000824208
Dataset 1,Cell11,0.4,46,narrow_36_385,0.0188,0.0156,0.09659192360638172,0.07522126394025454,-0.4553282110749368,4,11,0.9505070666515772,0.7997199995770643,1.6374099998756717
Dataset 1,Cell11,0.4,47,narrow_36_385,0.0188,0.0156,0.0734290846521635,0.05934476520258037,0.15896213893249223,4,11,0.9297152000726783,0.7752800001981086,1.519408299918723
Dataset 1,Cell11,0.4,48,narrow_36_385,0.0188,0.0156,0.0267174382723868,0.02015724339049483,0.8886554543657817,6,9,1.0480145999281376,0.812560000213125,1.604854999868621
Dataset 1,Cell11,0.4,49,narrow_36_385,0.0188,0.0156,0.07418359932714798,0.05352632577400828,0.14158930429094518,5,10,0.9904700000636998,0.786690000040835,1.6050933000315126
Dataset 1,Cell11,0.4,50,narrow_36_385,0.0188,0.0156,0.044026340080136575,0.034383977127856014,0.6976538199492985,7,8,1.089985733293967,0.9078499997485778,1.5085560000443365
Dataset 1,Cell11,0.4,51,narrow_36_385,0.0188,0.0156,0.09570303752805087,0.07264212342053461,-0.42866617408583907,5,10,0.9948192000289661,0.8090000001175213,1.5959987000314868
Dataset 1,Cell12,1.0,42,narrow_36_385,0.0188,0.0156,0.036832578122394544,0.0285109219783636,0.810266559794441,10,0,1.9610838000517106,1.9182799999271083,2.483119500175234
Dataset 1,Cell12,0.8,42,narrow_36_385,0.0188,0.0156,0.03465292139407553,0.02510558393753144,0.8320579883965475,8,2,1.6396596000049612,1.8546650001098897,1.952131499956522
Dataset 1,Cell12,0.8,43,narrow_36_385,0.0188,0.0156,0.036181411736423016,0.027018406333937005,0.8169158869109584,9,1,1.7273606999424373,1.846450000130062,1.9545569499086923
Dataset 1,Cell12,0.8,44,narrow_36_385,0.0188,0.0156,0.034203843735961435,0.02459699806002249,0.8363826059721681,8,2,1.615333399922747,1.8331344997477572,1.9871289998945938
Dataset 1,Cell12,0.8,45,narrow_36_385,0.0188,0.0156,0.036181411736423016,0.027018406333937005,0.8169158869109584,9,1,1.725469599932694,1.8568639998193248,2.0247034999101743
Dataset 1,Cell12,0.8,46,narrow_36_385,0.0188,0.0156,0.03737181000068268,0.02975588830603333,0.8046704684968461,8,2,1.4044569000361662,1.4764444999855186,2.008334500146702
Dataset 1,Cell12,0.8,47,narrow_36_385,0.0188,0.0156,0.038230907929610036,0.0295186979065175,0.7955868324558197,8,2,1.3279709000471485,1.5144149999741785,1.6186515000526924
Dataset 1,Cell12,0.8,48,narrow_36_385,0.0188,0.0156,0.03504874918159577,0.026423614525286056,0.8281993941711001,9,1,1.370954899903154,1.4943094997761364,1.554716999885386
Dataset 1,Cell12,0.8,49,narrow_36_385,0.0188,0.0156,0.038204306571629355,0.029651734496858328,0.795871197978626,9,1,1.3972729000215622,1.4977744999669085,1.5973839998878248
Dataset 1,Cell12,0.8,50,narrow_36_385,0.0188,0.0156,0.036145088188907035,0.026783922435248096,0.8172833090742988,8,2,1.3021597000260954,1.4700199999424512,1.5684580500419543
Dataset 1,Cell12,0.8,51,narrow_36_385,0.0188,0.0156,0.03581204068717294,0.028607039943539303,0.8206349667153117,8,2,1.3442077999570756,1.5540249999048683,1.6884240001900253
Dataset 1,Cell12,0.6,42,narrow_36_385,0.0188,0.0156,0.029303847324505222,0.02026933531074828,0.8799038929399494,4,6,1.0058789000595425,0.8078344999375986,1.576878500213752
Dataset 1,Cell12,0.6,43,narrow_36_385,0.0188,0.0156,0.03505710451995058,0.02720997334109544,0.8281174726575009,7,3,1.2952046000009432,1.5395744999295857,1.7352525499745752
Dataset 1,Cell12,0.6,44,narrow_36_385,0.0188,0.0156,0.05334400576157477,0.03244844487975507,0.6020294877379533,6,4,1.149084800044875,1.1855995001042174,1.5473724499997843
Dataset 1,Cell12,0.6,45,narrow_36_385,0.0188,0.0156,0.04581008038958906,0.02508489814857421,0.706504293927781,5,5,1.1104767000688298,0.8517795001807826,1.586267950006004
Dataset 1,Cell12,0.6,46,narrow_36_385,0.0188,0.0156,0.05105814442657041,0.03378877303262495,0.6354058475619663,4,6,1.007699599949774,0.7937795000998449,1.5880014998401746
Dataset 1,Cell12,0.6,47,narrow_36_385,0.0188,0.0156,0.03950911604570416,0.03151745640370072,0.7816896779792696,6,4,1.1821936999695026,1.470900000185793,1.643637949950971
Dataset 1,Cell12,0.6,48,narrow_36_385,0.0188,0.0156,0.03387028387606172,0.02335757478340713,0.8395582770312137,6,4,1.1667418999877555,1.184550499829129,1.551809450302244
Dataset 1,Cell12,0.6,49,narrow_36_385,0.0188,0.0156,0.03494312378194286,0.025777106747196032,0.8292333348549921,6,4,1.1857667000185756,1.1836350001885876,1.6701609998335696
Dataset 1,Cell12,0.6,50,narrow_36_385,0.0188,0.0156,0.03544215715341036,0.02691023665745914,0.8243209647333849,6,4,1.1767958998916583,1.4949149999665678,1.602895000019089
Dataset 1,Cell12,0.6,51,narrow_36_385,0.0188,0.0156,0.03678866800536784,0.029517712112811578,0.8107186732189829,6,4,1.1695858000166481,1.4972895003211306,1.6322990498792933
Dataset 1,Cell12,0.4,42,narrow_36_385,0.0188,0.0156,0.046403958336793054,0.027333639314250525,0.6988452618927149,2,8,0.8840180000788678,0.8072600001014507,1.570294000043759
Dataset 1,Cell12,0.4,43,narrow_36_385,0.0188,0.0156,0.05365256219905524,0.03457631356780837,0.5974122301570972,4,6,1.0521208000682236,0.8501395002440404,1.6340220000984118
Dataset 1,Cell12,0.4,44,narrow_36_385,0.0188,0.0156,0.05295796909389009,0.03061451698409636,0.607768663628071,5,5,1.1192865999873902,0.8966595000856614,1.6208159499456085
Dataset 1,Cell12,0.4,45,narrow_36_385,0.0188,0.0156,0.038159584071008786,0.018530853149854996,0.7963488303681452,0,10,0.7366278999597853,0.8005850002064108,0.8986915000832595
Dataset 1,Cell12,0.4,46,narrow_36_385,0.0188,0.0156,0.058290080566684985,0.03758879636765117,0.5248081809739098,3,7,0.9576777999427577,0.798300000042218,1.6474634999440239
Dataset 1,Cell12,0.4,47,narrow_36_385,0.0188,0.0156,0.041782581770431544,0.032147527171195386,0.7558424335904901,4,6,1.035102800005916,0.8663945000080275,1.5680205001217473
Dataset 1,Cell12,0.4,48,narrow_36_385,0.0188,0.0156,0.015728232006674003,0.01124468482795542,0.9654029190616912,2,8,0.9014758999455807,0.8134694999171188,1.2658790000841684
Dataset 1,Cell12,0.4,49,narrow_36_385,0.0188,0.0156,0.036059026658657595,0.026403617235449504,0.8181523708653469,4,6,1.0394368001470866,0.8757095001783455,1.5393475001701518
Dataset 1,Cell12,0.4,50,narrow_36_385,0.0188,0.0156,0.037423107879215184,0.02664432324208289,0.8041338679158845,3,7,0.9621128000617318,0.8293749999666034,1.5694024999220346
Dataset 1,Cell12,0.4,51,narrow_36_385,0.0188,0.0156,0.05913290045666887,0.039538132384357924,0.5109671792819228,4,6,1.0504297999887058,0.8106600000701292,1.7503089499314226
